tm,MVm,PVm
1.050000000000000000e+02,1.000000000000000000e+00,1.852999999999994374e-01
1.060000000000000000e+02,1.000000000000000000e+00,1.852999999999994374e-01
1.070000000000000000e+02,1.000000000000000000e+00,1.860999999999993493e-01
1.080000000000000000e+02,1.000000000000000000e+00,1.901249999999993778e-01
1.090000000000000000e+02,1.000000000000000000e+00,1.933499999999998553e-01
1.100000000000000000e+02,1.000000000000000000e+00,1.933499999999998553e-01
1.110000000000000000e+02,1.000000000000000000e+00,1.989999999999998437e-01
1.120000000000000000e+02,1.000000000000000000e+00,2.013999999999999402e-01
1.130000000000000000e+02,1.000000000000000000e+00,2.013999999999999402e-01
1.140000000000000000e+02,1.000000000000000000e+00,2.021999999999998521e-01
1.150000000000000000e+02,1.000000000000000000e+00,2.086499999999993915e-01
1.160000000000000000e+02,1.000000000000000000e+00,2.094749999999994117e-01
1.170000000000000000e+02,1.000000000000000000e+00,2.094749999999994117e-01
1.180000000000000000e+02,1.000000000000000000e+00,2.094749999999994117e-01
1.190000000000000000e+02,1.000000000000000000e+00,2.150999999999999857e-01
1.200000000000000000e+02,1.000000000000000000e+00,2.175249999999998296e-01
1.210000000000000000e+02,1.000000000000000000e+00,2.175249999999998296e-01
1.220000000000000000e+02,1.000000000000000000e+00,2.175249999999998296e-01
1.230000000000000000e+02,1.000000000000000000e+00,2.183249999999993807e-01
1.240000000000000000e+02,1.000000000000000000e+00,2.231499999999993489e-01
1.250000000000000000e+02,1.000000000000000000e+00,2.255749999999999145e-01
1.260000000000000000e+02,1.000000000000000000e+00,2.255749999999999145e-01
1.270000000000000000e+02,1.000000000000000000e+00,2.255749999999999145e-01
1.280000000000000000e+02,1.000000000000000000e+00,2.255749999999999145e-01
1.290000000000000000e+02,1.000000000000000000e+00,2.295999999999999430e-01
1.300000000000000000e+02,1.000000000000000000e+00,2.336249999999999716e-01
1.310000000000000000e+02,1.000000000000000000e+00,2.336249999999999716e-01
1.320000000000000000e+02,1.000000000000000000e+00,2.336249999999999716e-01
1.330000000000000000e+02,1.000000000000000000e+00,2.368499999999993944e-01
1.340000000000000000e+02,1.000000000000000000e+00,2.416999999999994431e-01
1.350000000000000000e+02,1.000000000000000000e+00,2.416999999999994431e-01
1.360000000000000000e+02,1.000000000000000000e+00,2.416999999999994431e-01
1.370000000000000000e+02,1.000000000000000000e+00,2.497499999999998610e-01
1.380000000000000000e+02,1.000000000000000000e+00,2.497499999999998610e-01
1.390000000000000000e+02,1.000000000000000000e+00,2.497499999999998610e-01
1.400000000000000000e+02,1.000000000000000000e+00,2.505499999999994398e-01
1.410000000000000000e+02,1.000000000000000000e+00,2.561999999999994282e-01
1.420000000000000000e+02,1.000000000000000000e+00,2.577999999999999181e-01
1.430000000000000000e+02,1.000000000000000000e+00,2.577999999999999181e-01
1.440000000000000000e+02,1.000000000000000000e+00,2.658500000000000307e-01
1.450000000000000000e+02,1.000000000000000000e+00,2.658500000000000307e-01
1.460000000000000000e+02,1.000000000000000000e+00,2.690749999999993980e-01
1.470000000000000000e+02,1.000000000000000000e+00,2.739249999999998630e-01
1.480000000000000000e+02,1.000000000000000000e+00,2.739249999999998630e-01
1.490000000000000000e+02,1.000000000000000000e+00,2.763249999999999318e-01
1.500000000000000000e+02,1.000000000000000000e+00,2.795499999999993546e-01
1.510000000000000000e+02,1.000000000000000000e+00,2.819749999999999202e-01
1.520000000000000000e+02,1.000000000000000000e+00,2.819749999999999202e-01
1.530000000000000000e+02,1.000000000000000000e+00,2.819749999999999202e-01
1.540000000000000000e+02,1.000000000000000000e+00,2.835749999999993554e-01
1.550000000000000000e+02,1.000000000000000000e+00,2.884249999999994318e-01
1.560000000000000000e+02,1.000000000000000000e+00,2.900249999999999773e-01
1.570000000000000000e+02,1.000000000000000000e+00,2.900249999999999773e-01
1.580000000000000000e+02,1.000000000000000000e+00,2.900249999999999773e-01
1.590000000000000000e+02,1.000000000000000000e+00,2.924499999999998212e-01
1.600000000000000000e+02,1.000000000000000000e+00,2.932499999999994000e-01
1.610000000000000000e+02,1.000000000000000000e+00,2.964749999999998775e-01
1.620000000000000000e+02,1.000000000000000000e+00,2.980749999999993127e-01
1.630000000000000000e+02,1.000000000000000000e+00,2.980749999999993127e-01
1.640000000000000000e+02,1.000000000000000000e+00,2.980749999999993127e-01
1.650000000000000000e+02,1.000000000000000000e+00,2.980749999999993127e-01
1.660000000000000000e+02,1.000000000000000000e+00,3.004999999999998783e-01
1.670000000000000000e+02,1.000000000000000000e+00,3.061499999999998667e-01
1.680000000000000000e+02,1.000000000000000000e+00,3.061499999999998667e-01
1.690000000000000000e+02,1.000000000000000000e+00,3.077499999999993574e-01
1.700000000000000000e+02,1.000000000000000000e+00,3.134000000000000119e-01
1.710000000000000000e+02,1.000000000000000000e+00,3.141999999999999238e-01
1.720000000000000000e+02,1.000000000000000000e+00,3.141999999999999238e-01
1.730000000000000000e+02,1.000000000000000000e+00,3.157999999999994145e-01
1.740000000000000000e+02,1.000000000000000000e+00,3.190249999999998920e-01
1.750000000000000000e+02,1.000000000000000000e+00,3.214499999999994029e-01
1.760000000000000000e+02,1.000000000000000000e+00,3.222500000000000364e-01
1.770000000000000000e+02,1.000000000000000000e+00,3.222500000000000364e-01
1.780000000000000000e+02,1.000000000000000000e+00,3.222500000000000364e-01
1.790000000000000000e+02,1.000000000000000000e+00,3.222500000000000364e-01
1.800000000000000000e+02,1.000000000000000000e+00,3.254749999999994037e-01
1.810000000000000000e+02,1.000000000000000000e+00,3.303249999999998687e-01
1.820000000000000000e+02,1.000000000000000000e+00,3.303249999999998687e-01
1.830000000000000000e+02,1.000000000000000000e+00,3.303249999999998687e-01
1.840000000000000000e+02,1.000000000000000000e+00,3.319250000000000256e-01
1.850000000000000000e+02,1.000000000000000000e+00,3.383749999999999258e-01
1.860000000000000000e+02,1.000000000000000000e+00,3.383749999999999258e-01
1.870000000000000000e+02,1.000000000000000000e+00,3.407749999999999946e-01
1.880000000000000000e+02,1.000000000000000000e+00,3.399749999999993610e-01
1.890000000000000000e+02,1.000000000000000000e+00,3.407749999999999946e-01
1.900000000000000000e+02,1.000000000000000000e+00,3.399749999999993610e-01
1.910000000000000000e+02,1.000000000000000000e+00,3.439999999999994174e-01
1.920000000000000000e+02,1.000000000000000000e+00,3.423999999999999266e-01
1.930000000000000000e+02,1.000000000000000000e+00,3.407749999999999946e-01
