t,MV,PV,DV,MVP,MVI,MVD,MVFF,Man
6.870000000000000000e+02,4.431115463817560141e+01,7.729500000000000171e+01,5.000000000000000000e+01,-7.710802540518443271e-01,4.555985299264533950e+01,-4.776181004178934320e-01,0.000000000000000000e+00,0.000000000000000000e+00
6.880000000000000000e+02,4.432480958279032990e+01,7.729500000000000171e+01,5.000000000000000000e+01,-7.710802540518443271e-01,4.555520702949817746e+01,-4.593171926560022378e-01,0.000000000000000000e+00,0.000000000000000000e+00
6.890000000000000000e+02,4.433776329094727942e+01,7.729500000000000171e+01,5.000000000000000000e+01,-7.710802540518443271e-01,4.555056106635101543e+01,-4.417175213518922949e-01,0.000000000000000000e+00,0.000000000000000000e+00
6.900000000000000000e+02,4.435004263194583274e+01,7.729500000000000171e+01,5.000000000000000000e+01,-7.710802540518443271e-01,4.554591510320385339e+01,-4.247922172061758261e-01,0.000000000000000000e+00,0.000000000000000000e+00
6.910000000000000000e+02,4.436167344553359015e+01,7.729500000000000171e+01,5.000000000000000000e+01,-7.710802540518443271e-01,4.554126914005669136e+01,-4.085154404712540988e-01,0.000000000000000000e+00,0.000000000000000000e+00
6.920000000000000000e+02,4.437268058135573767e+01,7.729500000000000171e+01,5.000000000000000000e+01,-7.710802540518443271e-01,4.553662317690952932e+01,-3.928623415019489862e-01,0.000000000000000000e+00,0.000000000000000000e+00
6.930000000000000000e+02,4.438308793689280662e+01,7.729500000000000171e+01,5.000000000000000000e+01,-7.710802540518443271e-01,4.553197721376236728e+01,-3.778090228177176102e-01,0.000000000000000000e+00,0.000000000000000000e+00
6.940000000000000000e+02,4.439291849394482625e+01,7.739199999999999591e+01,5.000000000000000000e+01,-7.710802540518443271e-01,4.552733125061520525e+01,-3.633325026185298956e-01,0.000000000000000000e+00,0.000000000000000000e+00
6.950000000000000000e+02,4.387620652211278127e+01,7.729500000000000171e+01,5.000000000000000000e+01,-1.024621896909552854e+00,4.552115763178915131e+01,-6.203292127668190714e-01,0.000000000000000000e+00,0.000000000000000000e+00
6.960000000000000000e+02,4.441978990882960687e+01,7.735899999999999466e+01,5.000000000000000000e+01,-7.710802540518443271e-01,4.551651166864198927e+01,-3.256415057605377972e-01,0.000000000000000000e+00,0.000000000000000000e+00
