tm,DVm,PVm
6.600000000000000000e+01,1.000000000000000000e+00,9.585000000000007403e-02
6.700000000000000000e+01,1.000000000000000000e+00,9.585000000000007403e-02
6.800000000000000000e+01,1.000000000000000000e+00,9.585000000000007403e-02
6.900000000000000000e+01,1.000000000000000000e+00,9.827499999999993185e-02
7.000000000000000000e+01,1.000000000000000000e+00,1.031249999999999944e-01
7.100000000000000000e+01,1.000000000000000000e+00,1.039249999999999063e-01
7.200000000000000000e+01,1.000000000000000000e+00,1.039249999999999063e-01
7.300000000000000000e+01,1.000000000000000000e+00,1.039249999999999063e-01
7.400000000000000000e+01,1.000000000000000000e+00,1.071500000000000369e-01
7.500000000000000000e+01,1.000000000000000000e+00,1.119749999999999773e-01
7.600000000000000000e+01,1.000000000000000000e+00,1.119749999999999773e-01
7.700000000000000000e+01,1.000000000000000000e+00,1.119749999999999773e-01
7.800000000000000000e+01,1.000000000000000000e+00,1.192250000000001364e-01
7.900000000000000000e+01,1.000000000000000000e+00,1.200250000000000483e-01
8.000000000000000000e+01,1.000000000000000000e+00,1.208500000000000824e-01
8.100000000000000000e+01,1.000000000000000000e+00,1.248750000000001109e-01
8.200000000000000000e+01,1.000000000000000000e+00,1.281000000000002415e-01
8.300000000000000000e+01,1.000000000000000000e+00,1.281000000000002415e-01
8.400000000000000000e+01,1.000000000000000000e+00,1.321249999999999092e-01
8.500000000000000000e+01,1.000000000000000000e+00,1.361499999999999377e-01
8.600000000000000000e+01,1.000000000000000000e+00,1.361499999999999377e-01
8.700000000000000000e+01,1.000000000000000000e+00,1.426000000000001988e-01
8.800000000000000000e+01,1.000000000000000000e+00,1.442000000000000226e-01
8.900000000000000000e+01,1.000000000000000000e+00,1.449999999999999345e-01
9.000000000000000000e+01,1.000000000000000000e+00,1.482250000000000512e-01
9.100000000000000000e+01,1.000000000000000000e+00,1.522500000000000797e-01
9.200000000000000000e+01,1.000000000000000000e+00,1.530750000000001276e-01
